,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),soil_temperature_level_1 (degC),soil_temperature_level_2 (degC),soil_temperature_level_3 (degC),soil_temperature_level_4 (degC),surface_thermal_radiation (W/m^2),surface_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),mean_sea_level_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),snow_density (kg/m^3),volumetric_soil_water_layer_1 (0-1),volumetric_soil_water_layer_2 (0-1),volumetric_soil_water_layer_3 (0-1),volumetric_soil_water_layer_4 (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),100m_wind_speed (m/s),100m_wind_direction (deg)
2023-01-01 00:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,2.83,0.26,3.42,2.61,3.4,9.74,276.0,39.95,18.97,39.95,0.83,87449.52,101027.25,1.0,0.01,0.01,6.08,160.29,0.36,0.27,0.18,0.18,2.36,265.5,3.55,4.73,267.22
2023-01-01 01:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,2.49,0.54,3.15,2.64,3.41,9.73,280.05,0.71,0.0,0.71,0.87,87471.06,101063.98,1.0,0.01,0.01,6.08,160.29,0.35,0.27,0.18,0.18,1.98,267.04,3.05,4.57,273.61
2023-01-01 02:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,2.22,0.63,2.87,2.63,3.42,9.73,270.38,0.0,0.0,0.0,0.89,87503.23,101117.37,1.0,0.01,0.01,6.08,160.28,0.35,0.27,0.18,0.18,2.02,258.22,2.8,4.39,271.44
2023-01-01 03:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.57,-0.09,2.39,2.59,3.43,9.72,276.54,0.0,0.0,0.0,0.89,87484.92,101107.24,1.0,0.01,0.01,6.08,160.28,0.35,0.27,0.18,0.18,1.59,221.93,3.15,2.85,255.44
2023-01-01 04:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.3,-0.18,2.23,2.53,3.44,9.72,277.11,0.0,0.0,0.0,0.9,87521.95,101156.12,1.0,0.01,0.01,6.08,160.28,0.35,0.27,0.18,0.18,1.43,208.15,3.37,2.54,246.51
2023-01-01 05:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.2,-0.29,2.13,2.47,3.45,9.71,268.52,0.0,0.0,0.0,0.9,87556.27,101212.11,1.0,0.01,0.01,6.08,160.27,0.35,0.27,0.18,0.18,1.56,254.66,3.44,3.2,275.39
2023-01-01 06:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.12,-0.26,1.91,2.4,3.45,9.71,271.08,0.0,0.0,0.0,0.9,87521.58,101200.16,1.0,0.01,0.01,6.08,160.25,0.35,0.27,0.18,0.18,1.69,285.54,3.18,3.52,293.05
2023-01-01 07:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.04,-0.37,1.86,2.33,3.46,9.7,290.07,0.0,0.0,0.0,0.9,87532.13,101223.94,1.0,0.04,0.04,6.08,160.24,0.34,0.27,0.18,0.18,1.17,272.73,2.48,2.75,285.23
2023-01-01 08:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.88,-0.41,1.8,2.26,3.47,9.69,296.29,0.0,0.0,0.0,0.91,87468.11,101174.12,1.0,0.03,0.02,6.17,160.22,0.34,0.27,0.18,0.18,1.16,312.43,2.86,2.6,307.11
2023-01-01 09:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.09,-1.18,1.36,2.19,3.47,9.69,289.53,0.0,0.0,0.0,0.92,87489.63,101216.03,1.0,0.05,0.05,6.17,160.13,0.34,0.28,0.18,0.18,1.62,275.13,3.45,3.0,283.69
2023-01-01 10:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.44,-1.31,1.35,2.24,3.48,9.68,291.6,0.0,0.0,0.0,0.94,87651.62,101465.88,1.0,0.12,0.12,6.26,159.54,0.34,0.28,0.18,0.18,2.37,283.8,4.28,3.88,282.73
2023-01-01 11:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.81,-1.6,1.29,2.18,3.49,9.68,282.54,0.0,0.0,0.0,0.94,87647.91,101477.02,1.0,0.14,0.14,6.32,159.17,0.34,0.28,0.18,0.18,1.98,298.9,3.99,3.56,298.06
2023-01-01 12:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.71,-1.68,1.21,2.13,3.49,9.67,289.85,0.0,0.0,0.0,0.93,87579.68,101404.36,1.0,0.16,0.16,6.42,158.65,0.34,0.28,0.18,0.18,1.59,307.17,3.65,2.78,307.29
2023-01-01 13:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.68,-1.55,1.2,2.07,3.49,9.67,289.82,0.0,0.0,0.0,0.94,87601.5,101431.09,1.0,0.17,0.17,6.56,158.11,0.34,0.28,0.18,0.18,1.77,296.89,3.72,2.84,294.69
2023-01-01 14:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.88,-1.58,1.22,2.01,3.5,9.66,283.52,0.0,0.0,0.0,0.95,87650.59,101488.38,1.0,0.16,0.16,6.66,157.73,0.34,0.28,0.18,0.18,2.43,293.12,4.14,4.03,288.7
2023-01-01 15:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.96,-2.15,1.19,1.95,3.5,9.66,285.28,0.0,0.0,0.0,0.92,87729.06,101585.39,1.0,0.15,0.15,6.9,157.43,0.34,0.28,0.18,0.18,2.61,292.6,4.62,4.58,289.79
2023-01-01 16:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.95,-2.46,1.14,1.9,3.51,9.65,279.66,13.55,0.0,13.55,0.9,87738.19,101604.75,0.99,0.12,0.12,6.99,157.17,0.33,0.28,0.18,0.18,2.95,297.78,5.23,5.2,297.8
2023-01-01 17:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.87,-2.63,1.01,1.85,3.51,9.65,280.29,59.61,68.13,59.61,0.88,87746.29,101613.89,0.89,0.08,0.08,7.14,157.08,0.33,0.28,0.18,0.18,3.49,297.75,6.4,5.44,299.13
2023-01-01 18:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.14,-3.13,0.78,1.81,3.51,9.64,277.52,105.13,115.91,105.12,0.86,87785.17,101639.81,0.97,0.05,0.05,7.14,157.03,0.33,0.28,0.18,0.18,4.17,293.4,7.25,5.59,293.05
2023-01-01 19:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.32,-3.23,1.02,1.79,3.51,9.63,268.72,221.84,298.75,221.81,0.81,87745.38,101567.06,1.0,0.01,0.01,7.14,157.02,0.33,0.28,0.18,0.18,4.39,292.52,8.64,5.79,292.45
2023-01-01 20:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.27,-3.27,1.35,1.79,3.52,9.63,265.21,273.44,321.18,273.41,0.77,87660.7,101435.69,1.0,0.01,0.01,7.09,157.04,0.33,0.28,0.18,0.18,4.36,294.7,8.71,5.69,294.74
2023-01-01 21:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.1,-3.35,1.94,1.83,3.52,9.62,254.11,248.16,264.71,248.13,0.72,87610.83,101342.01,0.96,0.01,0.0,7.09,157.07,0.33,0.28,0.18,0.18,4.25,293.14,8.19,5.62,293.27
2023-01-01 22:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.88,-3.38,2.32,1.84,3.52,9.62,259.0,225.09,217.37,225.07,0.68,87716.2,101483.59,1.0,0.0,0.0,7.14,157.1,0.33,0.28,0.18,0.18,3.76,288.2,8.38,5.12,288.99
2023-01-01 23:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.93,-3.14,2.44,1.88,3.52,9.61,264.89,125.47,89.92,125.46,0.69,87724.84,101495.23,1.0,0.0,0.0,7.23,157.13,0.33,0.28,0.18,0.18,3.3,276.54,7.96,4.98,276.9
2023-01-02 00:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.46,-3.06,2.41,1.9,3.53,9.61,260.99,47.7,55.98,47.69,0.72,87674.53,101452.41,1.0,0.0,0.0,4.66,157.14,0.33,0.28,0.18,0.18,3.21,276.83,7.3,5.75,278.35
2023-01-02 01:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.92,-2.96,2.33,1.88,3.53,9.6,245.39,1.02,0.0,1.02,0.75,87715.91,101515.09,1.0,0.0,0.0,4.75,157.16,0.33,0.28,0.18,0.18,3.34,273.3,6.56,6.48,278.02
2023-01-02 02:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.49,-3.0,2.25,1.85,3.53,9.6,240.9,0.0,0.0,0.0,0.77,87750.14,101567.69,1.0,0.0,0.0,4.75,157.17,0.33,0.28,0.18,0.18,3.38,265.59,6.31,6.27,272.81
2023-01-02 03:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.36,-4.15,1.55,1.8,3.53,9.59,236.68,0.0,0.0,0.0,0.81,87754.68,101585.05,0.99,0.0,0.0,4.75,157.2,0.32,0.28,0.18,0.18,3.54,266.25,6.15,6.31,271.46
2023-01-02 04:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.78,-4.7,1.56,1.75,3.53,9.59,227.88,0.0,0.0,0.0,0.8,87751.58,101596.38,0.95,0.0,0.0,4.75,157.21,0.32,0.28,0.18,0.18,3.34,270.69,6.11,6.31,273.6
2023-01-02 05:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.88,-4.83,1.46,1.7,3.54,9.58,226.63,0.0,0.0,0.0,0.8,87758.44,101620.02,0.94,0.0,0.0,4.75,157.22,0.32,0.28,0.18,0.18,2.86,259.12,5.76,5.72,262.98
2023-01-02 06:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.08,-5.11,1.43,1.64,3.54,9.58,223.15,0.0,0.0,0.0,0.8,87790.97,101668.55,0.94,0.0,0.0,4.75,157.24,0.32,0.28,0.18,0.18,2.94,255.08,5.13,5.86,257.0
2023-01-02 07:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.94,-5.21,1.6,1.59,3.54,9.57,239.52,0.0,0.0,0.0,0.78,87778.73,101663.3,0.88,0.0,0.0,4.75,157.25,0.32,0.28,0.18,0.18,2.93,267.17,5.36,5.85,266.99
2023-01-02 08:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.24,-5.59,1.49,1.53,3.54,9.56,238.47,0.0,0.0,0.0,0.78,87785.95,101679.84,0.81,0.0,0.0,4.66,157.27,0.32,0.28,0.18,0.18,2.62,268.2,5.09,5.45,271.46
2023-01-02 09:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.11,-6.86,0.82,1.48,3.54,9.56,255.17,0.0,0.0,0.0,0.81,87763.18,101664.2,0.59,0.0,0.0,4.66,157.28,0.32,0.28,0.18,0.18,2.29,254.01,4.65,5.02,262.97
2023-01-02 10:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.27,-6.03,0.72,1.54,3.54,9.55,243.31,0.0,0.0,0.0,0.81,87771.59,101665.1,0.52,0.0,0.0,4.75,151.73,0.32,0.28,0.18,0.18,2.72,255.9,4.57,4.84,259.68
2023-01-02 11:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.87,-6.82,0.62,1.5,3.54,9.55,226.13,0.0,0.0,0.0,0.8,87731.15,101639.5,0.49,0.0,0.0,4.75,152.44,0.32,0.28,0.18,0.18,3.4,253.01,4.89,6.1,256.09
2023-01-02 12:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.94,-7.06,0.69,1.47,3.54,9.54,219.42,0.0,0.0,0.0,0.79,87697.88,101614.14,0.1,0.0,0.0,4.75,153.11,0.32,0.28,0.18,0.18,3.01,249.63,4.99,5.97,257.11
2023-01-02 13:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.96,-7.06,0.78,1.42,3.54,9.54,216.0,0.0,0.0,0.0,0.79,87715.91,101642.18,0.02,0.0,0.0,4.75,153.79,0.32,0.28,0.18,0.18,2.23,236.54,4.49,5.04,250.95
2023-01-02 14:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.23,-7.11,0.92,1.38,3.53,9.53,199.55,0.0,0.0,0.0,0.8,87752.99,101688.78,0.01,0.0,0.0,4.75,154.42,0.32,0.28,0.18,0.18,2.07,222.2,4.24,4.38,243.57
2023-01-02 15:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.78,-7.15,1.03,1.33,3.53,9.53,207.34,0.0,0.0,0.0,0.77,87742.65,101680.76,0.02,0.0,0.0,4.69,154.56,0.32,0.28,0.18,0.18,2.0,217.22,4.22,4.15,239.09
2023-01-02 16:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.93,-7.32,1.06,1.29,3.53,9.52,196.05,30.99,0.0,30.98,0.72,87726.66,101669.45,0.03,0.0,0.0,4.61,154.68,0.32,0.28,0.18,0.18,2.04,227.04,4.5,3.95,246.31
2023-01-02 17:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.81,-7.47,0.6,1.25,3.53,9.52,198.76,164.75,688.74,164.71,0.65,87754.47,101691.09,0.01,0.0,0.0,4.6,154.82,0.32,0.28,0.18,0.18,1.9,243.43,5.02,2.94,252.96
2023-01-02 18:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.08,-7.53,0.32,1.21,3.53,9.51,200.64,301.19,838.79,301.12,0.62,87751.29,101643.97,0.03,0.0,0.0,4.6,155.0,0.32,0.28,0.18,0.18,1.83,254.73,5.47,2.68,261.22
2023-01-02 19:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.26,-6.88,0.56,1.19,3.53,9.51,204.12,392.84,899.64,392.74,0.59,87718.81,101569.59,0.04,0.0,0.0,4.6,155.15,0.32,0.28,0.18,0.18,1.8,259.18,5.22,2.59,262.51
2023-01-02 20:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.59,-6.72,0.53,1.17,3.52,9.5,207.73,430.28,904.46,430.18,0.58,87645.73,101452.65,0.01,0.0,0.0,4.6,155.31,0.31,0.28,0.18,0.18,1.85,264.8,5.28,2.56,265.31
2023-01-02 21:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.2,-6.56,0.86,1.17,3.52,9.5,208.69,406.25,867.74,406.15,0.56,87603.04,101379.11,0.02,0.0,0.0,4.6,155.49,0.31,0.28,0.18,0.18,1.53,265.31,4.75,2.08,264.42
2023-01-02 22:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.42,-5.96,2.23,1.33,3.52,9.49,209.16,343.66,856.75,343.58,0.58,87637.56,101427.87,0.72,0.0,0.0,4.6,114.35,0.31,0.28,0.18,0.18,1.53,245.58,4.04,2.05,246.74
2023-01-02 23:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.28,-6.42,2.04,1.41,3.52,9.49,208.58,222.96,747.21,222.91,0.61,87644.37,101431.02,0.78,0.0,0.0,4.6,114.36,0.31,0.28,0.18,0.18,1.02,235.88,3.08,1.41,236.8
2023-01-03 00:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.52,-6.42,1.86,1.45,3.52,9.48,206.99,79.16,486.13,79.15,0.64,87640.91,101442.12,0.96,0.0,0.0,4.6,114.37,0.31,0.28,0.18,0.18,0.43,247.34,2.31,0.54,257.87
2023-01-03 01:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.94,-6.85,1.28,1.44,3.52,9.48,214.0,1.52,0.0,1.52,0.74,87646.81,101463.21,0.87,0.0,0.0,4.6,114.38,0.31,0.28,0.18,0.18,0.58,162.45,2.88,0.23,117.61
2023-01-03 02:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.21,-6.87,1.54,1.42,3.52,9.47,207.33,0.0,0.0,0.0,0.76,87678.82,101510.03,0.92,0.0,0.0,4.6,114.38,0.31,0.28,0.18,0.18,0.91,176.82,3.2,0.6,190.14
2023-01-03 03:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.2,-7.87,1.29,1.38,3.52,9.47,204.0,0.0,0.0,0.0,0.76,87687.11,101534.88,0.75,0.0,0.0,4.6,114.39,0.31,0.28,0.18,0.18,1.23,177.33,3.54,0.97,198.43
2023-01-03 04:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-5.34,-8.79,0.85,1.34,3.52,9.46,202.83,0.0,0.0,0.0,0.77,87669.04,101528.16,0.78,0.0,0.0,4.6,114.67,0.31,0.28,0.18,0.18,1.36,153.71,3.89,1.39,134.13
2023-01-03 05:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-5.22,-9.14,0.95,1.3,3.51,9.45,203.77,0.0,0.0,0.0,0.74,87649.81,101516.19,0.89,0.0,0.0,4.6,115.43,0.31,0.28,0.18,0.18,1.77,142.58,4.18,3.0,114.59
2023-01-03 06:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-5.41,-9.91,0.72,1.25,3.51,9.45,204.39,0.0,0.0,0.0,0.71,87659.9,101544.06,0.9,0.0,0.0,4.6,116.27,0.31,0.28,0.18,0.18,1.86,164.01,4.3,3.01,138.26
2023-01-03 07:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-5.41,-10.21,0.58,1.21,3.51,9.44,223.51,0.0,0.0,0.0,0.69,87705.7,101603.68,0.87,0.0,0.0,4.6,116.85,0.31,0.28,0.18,0.18,2.03,180.97,4.18,2.74,179.22
2023-01-03 08:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-5.75,-10.43,0.45,1.16,3.51,9.44,214.27,0.0,0.0,0.0,0.7,87694.9,101607.1,0.65,0.0,0.0,4.6,117.09,0.31,0.28,0.18,0.18,1.84,176.02,4.18,2.14,186.19
2023-01-03 09:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-6.8,-10.64,0.11,1.11,3.5,9.43,214.22,0.0,0.0,0.0,0.74,87691.59,101631.61,0.46,0.0,0.0,4.6,117.29,0.31,0.28,0.18,0.18,1.92,173.74,4.58,1.93,176.44
2023-01-03 10:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-6.49,-10.36,0.46,1.17,3.5,9.43,204.58,0.0,0.0,0.0,0.74,87750.73,101669.48,0.32,0.0,0.0,4.6,114.43,0.31,0.28,0.18,0.18,1.64,187.47,4.63,1.07,213.91
2023-01-03 11:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-6.19,-10.23,0.73,1.14,3.5,9.42,197.16,0.0,0.0,0.0,0.73,87764.02,101700.22,0.44,0.0,0.0,4.6,114.43,0.31,0.28,0.18,0.18,1.69,190.09,4.49,1.37,228.65
2023-01-03 12:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-6.48,-10.48,0.64,1.1,3.5,9.42,193.71,0.0,0.0,0.0,0.73,87701.25,101635.97,0.25,0.0,0.0,4.6,114.52,0.31,0.28,0.18,0.18,1.9,182.53,4.57,1.71,209.98
2023-01-03 13:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-6.32,-10.58,0.6,1.06,3.49,9.41,190.25,0.0,0.0,0.0,0.72,87747.67,101692.43,0.21,0.0,0.0,4.6,117.44,0.31,0.28,0.18,0.18,2.2,185.67,4.52,2.36,206.86
2023-01-03 14:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-6.09,-10.67,0.6,1.02,3.49,9.41,191.52,0.0,0.0,0.0,0.7,87779.46,101738.35,0.5,0.0,0.0,4.6,119.9,0.31,0.28,0.18,0.18,2.35,192.27,4.53,2.87,217.13
2023-01-03 15:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.99,-10.44,1.03,0.98,3.49,9.4,193.97,0.0,0.0,0.0,0.66,87834.12,101815.24,0.73,0.0,0.0,4.6,120.45,0.31,0.28,0.18,0.18,2.43,190.2,4.58,3.08,214.29
2023-01-03 16:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.4,-10.41,0.77,0.94,3.49,9.4,202.32,26.94,0.0,26.94,0.63,87862.9,101851.87,0.83,0.0,0.0,4.6,120.94,0.31,0.28,0.18,0.18,2.32,182.4,5.03,3.24,203.25
2023-01-03 17:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.74,-10.25,0.56,0.91,3.48,9.39,202.56,144.12,480.93,144.09,0.56,87911.1,101901.71,0.8,0.0,0.0,4.6,122.02,0.31,0.28,0.18,0.18,2.2,182.67,5.05,2.78,197.37
2023-01-03 18:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.11,-9.12,0.39,0.89,3.48,9.38,213.34,258.89,603.54,258.84,0.55,87948.12,101875.7,0.66,0.0,0.0,4.6,122.71,0.31,0.28,0.18,0.18,1.88,203.02,5.19,2.43,217.96
2023-01-03 19:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.27,-7.54,0.4,0.87,3.47,9.38,208.64,377.85,802.63,377.76,0.56,87958.61,101834.11,0.53,0.0,0.0,4.6,123.75,0.31,0.28,0.18,0.18,1.98,239.32,5.51,2.83,244.71
2023-01-03 20:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.23,-6.96,0.49,0.86,3.47,9.37,227.78,361.26,632.99,361.18,0.54,87955.24,101796.46,0.71,0.0,0.0,4.6,137.61,0.31,0.28,0.18,0.18,2.59,254.8,6.26,3.62,255.3
2023-01-03 21:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,1.73,-6.45,0.6,0.85,3.46,9.37,256.79,291.9,416.06,291.85,0.55,87953.48,101772.52,0.87,0.01,0.01,4.6,152.98,0.3,0.28,0.18,0.18,2.74,260.33,6.83,3.82,260.31
2023-01-03 22:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,2.41,-5.49,2.33,1.03,3.46,9.36,252.73,217.45,369.36,217.41,0.56,87990.12,101755.73,0.75,0.01,0.01,4.6,162.46,0.3,0.28,0.18,0.18,2.66,280.44,6.55,3.8,279.68
2023-01-03 23:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,2.19,-5.62,2.28,1.11,3.46,9.36,246.34,170.65,448.11,170.62,0.56,87999.64,101769.11,0.24,0.0,0.0,4.6,163.62,0.3,0.28,0.18,0.18,1.85,273.21,5.4,2.84,273.84
2023-01-04 00:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,0.69,-4.96,2.06,1.17,3.46,9.35,235.73,69.04,359.56,69.03,0.66,88030.77,101811.28,0.32,0.0,0.0,4.6,163.39,0.3,0.28,0.18,0.18,1.18,232.26,2.93,2.01,252.96
2023-01-04 01:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.69,-5.17,1.81,1.19,3.45,9.35,229.61,1.71,0.0,1.71,0.72,88036.49,101830.61,0.68,0.0,0.0,4.6,162.68,0.3,0.28,0.18,0.18,1.51,191.17,3.28,2.55,224.67
2023-01-04 02:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-0.49,-5.17,2.09,1.18,3.45,9.34,228.67,0.0,0.0,0.0,0.71,88091.09,101899.81,0.43,0.0,0.0,4.6,161.53,0.3,0.28,0.18,0.18,2.14,186.93,3.84,3.7,212.56
2023-01-04 03:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-1.59,-6.1,1.72,1.17,3.45,9.34,227.37,0.0,0.0,0.0,0.71,88118.75,101941.16,0.21,0.0,0.0,4.6,160.59,0.3,0.28,0.18,0.18,2.51,173.62,4.29,4.14,198.17
2023-01-04 04:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.21,-6.56,1.57,1.15,3.45,9.33,222.86,0.0,0.0,0.0,0.72,88143.8,101975.79,0.1,0.0,0.0,4.6,160.4,0.3,0.28,0.18,0.18,2.69,174.92,5.02,4.37,189.23
2023-01-04 05:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.28,-7.44,1.49,1.13,3.44,9.33,204.28,0.0,0.0,0.0,0.73,88245.97,102104.66,0.28,0.0,0.0,4.6,160.69,0.3,0.28,0.18,0.18,2.78,178.24,5.49,4.95,195.68
2023-01-04 06:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.15,-7.74,1.48,1.1,3.44,9.32,213.44,0.0,0.0,0.0,0.71,88297.18,102183.03,0.3,0.0,0.0,4.6,160.91,0.3,0.28,0.18,0.18,2.63,176.05,5.56,4.38,192.1
2023-01-04 07:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.47,-8.06,1.37,1.07,3.44,9.32,205.0,0.0,0.0,0.0,0.71,88332.02,102238.93,0.25,0.0,0.0,4.6,161.11,0.3,0.28,0.18,0.18,2.48,178.12,5.29,4.12,193.33
2023-01-04 08:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.51,-9.19,0.91,1.04,3.44,9.31,203.6,0.0,0.0,0.0,0.7,88370.51,102291.06,0.19,0.0,0.0,4.6,161.18,0.3,0.28,0.18,0.18,2.46,175.92,5.35,4.11,192.49
2023-01-04 09:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-4.28,-9.44,0.64,1.01,3.43,9.31,206.61,0.0,0.0,0.0,0.67,88370.79,102295.32,0.15,0.0,0.0,4.6,160.82,0.3,0.28,0.18,0.18,2.31,171.72,5.28,3.82,189.89
2023-01-04 10:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.62,-7.08,1.49,1.08,3.43,9.3,215.11,0.0,0.0,0.0,0.71,88394.86,102264.83,0.15,0.0,0.0,4.6,114.73,0.3,0.28,0.18,0.18,1.7,152.08,5.41,2.82,160.24
2023-01-04 11:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.96,-7.48,1.31,1.06,3.43,9.3,208.99,0.0,0.0,0.0,0.71,88398.27,102262.91,0.22,0.0,0.0,4.6,114.75,0.3,0.28,0.18,0.18,1.93,157.8,5.3,2.97,159.8
2023-01-04 12:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.81,-7.44,1.3,1.03,3.43,9.29,213.87,0.0,0.0,0.0,0.7,88386.28,102254.1,0.21,0.0,0.0,4.6,120.91,0.3,0.28,0.18,0.18,1.81,154.94,5.63,2.81,155.4
2023-01-04 13:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.84,-7.57,1.27,1.0,3.42,9.29,215.77,0.0,0.0,0.0,0.7,88373.23,102250.3,0.16,0.0,0.0,4.6,121.9,0.3,0.28,0.18,0.18,1.95,153.36,5.78,2.99,145.49
2023-01-04 14:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.34,-7.53,1.58,0.97,3.42,9.28,212.75,0.0,0.0,0.0,0.68,88440.48,102330.7,0.19,0.0,0.0,4.6,122.56,0.3,0.28,0.18,0.18,1.97,164.72,5.79,3.0,164.09
2023-01-04 15:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-3.28,-8.62,1.12,0.94,3.42,9.28,215.94,0.0,0.0,0.0,0.67,88490.51,102400.29,0.76,0.0,0.0,4.6,123.05,0.3,0.28,0.18,0.18,1.97,155.74,6.03,2.76,153.76
2023-01-04 16:00:00,"(42.5992, -114.7591)",era5,1180.6,-7.0,-2.61,-7.87,1.1,0.91,3.41,9.27,218.48,28.64,0.0,28.63,0.67,88531.16,102454.32,1.0,0.0,0.0,4.6,124.67,0.3,0.28,0.18,0.18,2.21,149.83,6.62,2.92,145.49
