,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),soil_temperature_level_1 (degC),soil_temperature_level_2 (degC),soil_temperature_level_3 (degC),soil_temperature_level_4 (degC),surface_thermal_radiation (W/m^2),surface_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),mean_sea_level_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),snow_density (kg/m^3),volumetric_soil_water_layer_1 (0-1),volumetric_soil_water_layer_2 (0-1),volumetric_soil_water_layer_3 (0-1),volumetric_soil_water_layer_4 (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),100m_wind_speed (m/s),100m_wind_direction (deg)
2023-01-01 00:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,1.82,-0.67,2.81,1.9,3.37,9.26,282.21,40.92,17.85,40.92,0.84,85042.88,101034.88,1.0,0.01,0.01,33.43,169.79,0.35,0.25,0.15,0.19,1.89,245.98,2.89,3.54,248.55
2023-01-01 01:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,1.33,-0.57,2.58,1.92,3.37,9.25,281.06,0.48,0.0,0.48,0.87,85062.41,101067.55,1.0,0.01,0.01,33.43,169.86,0.35,0.25,0.15,0.19,1.52,239.49,2.53,3.34,252.47
2023-01-01 02:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,1.05,-0.53,2.49,1.92,3.38,9.25,275.29,0.0,0.0,0.0,0.89,85107.26,101135.07,1.0,0.01,0.01,33.44,169.93,0.34,0.25,0.15,0.19,1.47,239.84,2.22,3.13,258.6
2023-01-01 03:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.53,-1.05,2.26,1.91,3.38,9.24,277.13,0.0,0.0,0.0,0.89,85102.05,101138.87,1.0,0.01,0.01,33.45,170.01,0.34,0.25,0.15,0.19,1.36,201.67,2.19,2.1,239.81
2023-01-01 04:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.45,-0.93,2.17,1.9,3.38,9.24,282.45,0.0,0.0,0.0,0.9,85103.4,101143.12,1.0,0.01,0.01,33.45,170.08,0.34,0.25,0.15,0.19,1.18,194.36,2.0,1.61,234.64
2023-01-01 05:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.23,-1.2,2.12,1.89,3.39,9.23,272.32,0.0,0.0,0.0,0.9,85123.8,101177.47,1.0,0.01,0.01,33.45,170.14,0.34,0.25,0.15,0.19,1.28,260.16,2.17,2.01,275.22
2023-01-01 06:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.07,-1.17,2.02,1.87,3.39,9.23,278.2,0.0,0.0,0.0,0.92,85096.53,101176.91,1.0,0.02,0.02,33.6,170.19,0.34,0.25,0.15,0.19,1.55,301.57,2.34,2.97,306.53
2023-01-01 07:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.07,-1.04,2.02,1.85,3.39,9.22,296.63,0.0,0.0,0.0,0.92,85115.78,101218.02,1.0,0.07,0.07,33.61,170.2,0.34,0.25,0.15,0.19,1.21,294.68,2.12,2.24,305.16
2023-01-01 08:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.11,-0.8,1.97,1.84,3.4,9.22,306.31,0.0,0.0,0.0,0.94,85038.32,101142.09,1.0,0.06,0.06,33.63,170.17,0.33,0.25,0.15,0.19,1.32,6.24,2.58,2.01,352.58
2023-01-01 09:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.64,-1.38,1.74,1.82,3.4,9.21,300.48,0.0,0.0,0.0,0.95,85034.67,101155.25,1.0,0.1,0.1,33.65,170.06,0.33,0.25,0.15,0.19,1.09,317.38,2.42,1.7,333.73
2023-01-01 10:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.76,-1.44,1.82,1.85,3.4,9.21,299.99,0.0,0.0,0.0,0.95,85178.82,101373.87,1.0,0.17,0.17,33.77,169.52,0.33,0.25,0.15,0.19,1.89,312.87,3.52,2.82,314.01
2023-01-01 11:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.12,-1.76,1.78,1.84,3.4,9.2,287.89,0.0,0.0,0.0,0.95,85182.38,101395.42,1.0,0.21,0.21,33.79,169.49,0.33,0.25,0.15,0.19,2.11,324.98,3.5,3.32,328.0
2023-01-01 12:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.21,-1.98,1.72,1.83,3.41,9.2,294.59,0.0,0.0,0.0,0.95,85113.97,101325.57,1.0,0.26,0.26,33.96,169.37,0.33,0.25,0.15,0.19,1.89,337.72,3.83,3.05,340.52
2023-01-01 13:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.35,-1.91,1.73,1.82,3.41,9.19,294.69,0.0,0.0,0.0,0.96,85123.27,101341.09,1.0,0.26,0.26,34.12,169.23,0.33,0.25,0.15,0.19,1.67,338.95,3.89,2.67,342.48
2023-01-01 14:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.33,-1.84,1.75,1.81,3.41,9.19,292.45,0.0,0.0,0.0,0.96,85163.28,101401.07,1.0,0.27,0.27,34.29,169.14,0.33,0.25,0.15,0.19,1.66,322.6,4.28,2.7,324.87
2023-01-01 15:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.55,-2.5,1.71,1.8,3.41,9.19,290.56,0.0,0.0,0.0,0.93,85235.52,101495.91,1.0,0.26,0.26,34.61,168.96,0.33,0.25,0.15,0.19,2.17,310.44,4.45,3.57,308.75
2023-01-01 16:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.52,-2.59,1.68,1.79,3.42,9.18,288.77,14.17,0.0,14.17,0.92,85236.63,101512.33,1.0,0.23,0.23,34.93,168.88,0.33,0.25,0.15,0.19,2.8,312.9,4.74,4.55,312.37
2023-01-01 17:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.5,-2.73,1.62,1.79,3.42,9.17,285.27,60.22,31.53,60.22,0.91,85257.73,101546.77,1.0,0.17,0.17,35.1,168.85,0.32,0.25,0.15,0.19,3.05,311.78,5.64,4.58,312.63
2023-01-01 18:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.68,-3.18,1.49,1.78,3.42,9.17,289.12,125.96,29.72,125.95,0.89,85294.98,101581.2,1.0,0.1,0.1,35.13,168.82,0.32,0.26,0.15,0.19,3.23,304.91,6.97,4.6,306.86
2023-01-01 19:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.58,-3.12,1.51,1.78,3.42,9.17,275.71,242.11,198.04,242.09,0.89,85253.33,101510.53,1.0,0.03,0.03,35.13,168.85,0.32,0.26,0.15,0.19,3.66,304.22,8.21,5.06,305.84
2023-01-01 20:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.4,-3.32,1.57,1.78,3.42,9.16,273.03,267.04,166.33,267.02,0.87,85180.05,101384.95,0.99,0.04,0.04,35.13,168.91,0.32,0.26,0.15,0.19,3.85,306.49,8.51,5.21,307.02
2023-01-01 21:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.66,-3.57,1.84,1.79,3.43,9.16,263.26,264.89,175.48,264.87,0.81,85141.38,101316.42,0.99,0.03,0.03,35.15,168.97,0.32,0.26,0.15,0.19,3.52,302.8,7.92,4.9,303.69
2023-01-01 22:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.06,-3.78,2.17,1.8,3.43,9.15,260.09,211.3,104.37,211.29,0.75,85253.71,101467.52,1.0,0.01,0.01,35.29,169.04,0.32,0.26,0.15,0.19,3.44,296.4,7.84,4.82,297.54
2023-01-01 23:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,0.05,-3.63,2.24,1.82,3.43,9.15,261.18,118.76,36.72,118.76,0.76,85258.86,101484.9,1.0,0.01,0.01,35.3,169.12,0.32,0.26,0.15,0.19,3.09,285.47,7.63,4.79,289.54
2023-01-02 00:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.31,-3.51,2.26,1.83,3.43,9.14,257.87,48.66,51.99,48.66,0.79,85200.77,101438.82,1.0,0.01,0.01,32.55,169.19,0.32,0.26,0.15,0.19,2.67,287.08,6.94,4.91,289.83
2023-01-02 01:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.48,-3.38,2.32,1.83,3.43,9.14,255.88,0.64,0.0,0.64,0.81,85248.68,101519.0,1.0,0.01,0.01,32.56,169.25,0.32,0.26,0.15,0.19,2.86,282.44,6.53,5.38,286.86
2023-01-02 02:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.78,-3.37,2.35,1.82,3.44,9.13,251.71,0.0,0.0,0.0,0.83,85289.8,101581.66,1.0,0.02,0.02,32.57,169.29,0.32,0.26,0.15,0.19,2.68,275.88,6.13,5.18,280.46
2023-01-02 03:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.09,-4.18,1.97,1.81,3.44,9.13,253.95,0.0,0.0,0.0,0.86,85283.09,101588.2,1.0,0.03,0.03,32.57,169.32,0.32,0.26,0.15,0.19,2.69,281.64,5.89,5.12,284.51
2023-01-02 04:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.09,-4.39,1.99,1.8,3.44,9.12,256.87,0.0,0.0,0.0,0.84,85288.04,101606.0,0.99,0.03,0.03,32.67,169.33,0.31,0.26,0.15,0.19,2.44,276.41,5.8,4.8,282.06
2023-01-02 05:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.47,-4.6,1.92,1.78,3.44,9.12,255.85,0.0,0.0,0.0,0.85,85297.64,101625.2,0.96,0.04,0.04,32.72,169.34,0.31,0.26,0.15,0.19,2.33,267.96,5.7,4.47,272.3
2023-01-02 06:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.71,-4.79,1.88,1.77,3.44,9.11,251.38,0.0,0.0,0.0,0.86,85310.71,101650.04,0.86,0.02,0.02,32.67,169.38,0.31,0.26,0.15,0.19,2.65,268.46,5.24,4.82,270.69
2023-01-02 07:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.37,-4.6,1.98,1.75,3.45,9.11,256.11,0.0,0.0,0.0,0.85,85298.52,101648.43,0.95,0.05,0.05,32.59,169.41,0.31,0.26,0.15,0.19,2.83,271.52,5.79,5.02,273.67
2023-01-02 08:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.84,-5.05,1.89,1.74,3.45,9.1,256.1,0.0,0.0,0.0,0.85,85312.34,101676.81,0.96,0.02,0.02,32.58,169.43,0.31,0.26,0.15,0.19,2.62,269.66,5.69,5.07,274.49
2023-01-02 09:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.04,-6.71,1.49,1.72,3.45,9.1,271.63,0.0,0.0,0.0,0.88,85302.62,101682.62,0.94,0.03,0.03,32.59,169.49,0.31,0.26,0.15,0.19,2.44,263.29,5.77,4.72,268.75
2023-01-02 10:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.87,-5.41,1.53,1.75,3.45,9.1,255.07,0.0,0.0,0.0,0.89,85286.21,101591.39,0.91,0.01,0.01,32.75,164.14,0.31,0.26,0.15,0.19,2.84,270.95,5.38,4.79,274.95
2023-01-02 11:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.09,-5.98,1.47,1.74,3.45,9.09,253.69,0.0,0.0,0.0,0.87,85250.77,101592.52,0.5,0.0,0.0,32.75,164.55,0.31,0.26,0.15,0.19,2.79,257.49,5.43,5.15,264.29
2023-01-02 12:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.22,-6.19,1.52,1.73,3.45,9.09,242.5,0.0,0.0,0.0,0.86,85227.59,101599.34,0.15,0.0,0.0,32.75,164.95,0.31,0.26,0.15,0.19,2.81,253.94,5.54,5.33,261.37
2023-01-02 13:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.15,-6.17,1.56,1.72,3.45,9.08,240.27,0.0,0.0,0.0,0.86,85256.8,101657.84,0.17,0.0,0.0,32.75,165.35,0.31,0.26,0.15,0.19,2.69,251.32,5.3,4.97,262.71
2023-01-02 14:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.87,-6.72,1.63,1.71,3.45,9.08,213.23,0.0,0.0,0.0,0.87,85298.29,101714.68,0.32,0.0,0.0,32.75,165.72,0.31,0.26,0.15,0.19,2.27,241.51,4.14,4.41,259.69
2023-01-02 15:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.33,-6.66,1.68,1.69,3.45,9.07,228.03,0.0,0.0,0.0,0.84,85278.32,101692.82,0.5,0.0,0.0,32.73,166.06,0.31,0.26,0.15,0.19,2.05,228.2,3.53,4.07,251.86
2023-01-02 16:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.85,-6.97,1.69,1.67,3.45,9.07,210.07,33.5,0.0,33.49,0.79,85259.36,101669.45,0.42,0.0,0.0,32.58,166.39,0.31,0.26,0.15,0.19,1.79,225.88,3.77,3.42,252.06
2023-01-02 17:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.08,-7.27,1.39,1.66,3.46,9.06,212.7,166.89,580.18,166.85,0.73,85289.28,101683.98,0.42,0.0,0.0,32.52,166.73,0.31,0.26,0.15,0.19,1.94,249.04,4.55,2.99,262.57
2023-01-02 18:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.43,-7.58,1.2,1.65,3.46,9.06,213.11,284.98,689.1,284.92,0.68,85286.82,101650.53,0.49,0.0,0.0,32.5,167.1,0.31,0.26,0.15,0.19,1.9,264.61,5.1,2.97,269.18
2023-01-02 19:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.15,-7.32,1.32,1.64,3.46,9.05,206.89,397.95,850.85,397.86,0.63,85257.73,101576.89,0.49,0.0,0.0,32.42,167.48,0.31,0.26,0.15,0.19,2.05,266.48,5.48,2.79,266.95
2023-01-02 20:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.74,-7.41,1.29,1.63,3.46,9.05,206.76,437.6,882.28,437.49,0.61,85194.38,101463.64,0.49,0.0,0.0,32.4,167.9,0.31,0.26,0.15,0.19,1.95,265.56,5.39,2.61,265.03
2023-01-02 21:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.1,-7.52,1.46,1.63,3.46,9.05,212.63,406.61,810.7,406.52,0.57,85162.88,101399.02,0.27,0.0,0.0,32.4,168.26,0.31,0.26,0.15,0.19,1.59,263.77,4.81,2.2,261.56
2023-01-02 22:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.12,-7.29,1.97,1.66,3.46,9.04,214.13,338.79,787.94,338.71,0.58,85197.45,101445.27,0.83,0.0,0.0,32.4,153.82,0.31,0.26,0.15,0.19,1.44,251.54,3.91,2.0,247.88
2023-01-02 23:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.43,-7.73,1.88,1.69,3.46,9.04,211.04,221.03,705.73,220.98,0.62,85203.05,101447.57,0.97,0.0,0.0,32.35,153.87,0.3,0.26,0.15,0.19,1.23,243.58,3.05,1.55,242.7
2023-01-03 00:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.12,-7.77,1.9,1.7,3.46,9.03,210.04,78.86,489.56,78.84,0.65,85194.29,101450.8,0.93,0.0,0.0,31.98,153.92,0.3,0.26,0.15,0.19,1.09,247.67,2.21,1.29,246.18
2023-01-03 01:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.03,-7.9,1.75,1.69,3.46,9.03,212.31,1.09,0.0,1.09,0.69,85202.93,101478.88,0.9,0.0,0.0,31.98,153.96,0.3,0.26,0.15,0.19,0.86,216.58,2.08,1.08,239.41
2023-01-03 02:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.52,-7.57,1.92,1.69,3.46,9.02,209.71,0.0,0.0,0.0,0.73,85229.09,101522.39,0.86,0.0,0.0,31.98,154.0,0.3,0.26,0.15,0.19,0.8,171.29,2.29,0.95,203.31
2023-01-03 03:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.2,-8.13,1.77,1.67,3.46,9.02,216.96,0.0,0.0,0.0,0.74,85235.94,101544.81,0.79,0.0,0.0,31.96,154.97,0.3,0.26,0.15,0.19,1.2,163.93,2.47,1.34,186.26
2023-01-03 04:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.04,-8.54,1.53,1.66,3.46,9.01,212.34,0.0,0.0,0.0,0.76,85233.29,101551.15,0.81,0.0,0.0,31.96,154.9,0.3,0.26,0.15,0.19,1.23,160.29,2.68,1.62,179.53
2023-01-03 05:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.34,-8.47,1.61,1.65,3.46,9.01,213.17,0.0,0.0,0.0,0.79,85226.41,101545.2,0.87,0.0,0.0,31.96,154.94,0.3,0.26,0.15,0.19,1.41,138.38,3.2,1.89,143.05
2023-01-03 06:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.82,-9.09,1.43,1.63,3.46,9.0,212.22,0.0,0.0,0.0,0.78,85211.16,101530.13,0.9,0.0,0.0,31.96,155.02,0.3,0.26,0.15,0.19,1.55,136.45,3.48,2.89,129.23
2023-01-03 07:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.89,-9.28,1.33,1.61,3.46,9.0,230.27,0.0,0.0,0.0,0.77,85243.26,101576.34,0.91,0.0,0.0,31.96,155.11,0.3,0.26,0.15,0.19,1.74,155.05,3.62,3.03,155.3
2023-01-03 08:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-6.26,-9.46,1.24,1.59,3.46,9.0,227.46,0.0,0.0,0.0,0.78,85245.21,101589.7,0.67,0.0,0.0,31.96,155.18,0.3,0.26,0.15,0.19,1.75,162.18,3.52,3.01,171.01
2023-01-03 09:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-7.63,-10.06,1.01,1.58,3.46,8.99,234.67,0.0,0.0,0.0,0.83,85235.09,101590.88,0.54,0.0,0.0,31.96,155.25,0.3,0.26,0.15,0.19,1.86,158.67,3.5,2.89,166.2
2023-01-03 10:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-6.83,-9.55,1.32,1.6,3.46,8.99,216.08,0.0,0.0,0.0,0.81,85269.17,101577.2,0.48,0.0,0.0,31.96,146.21,0.3,0.26,0.15,0.19,1.02,170.7,3.6,1.03,184.4
2023-01-03 11:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-6.61,-9.55,1.5,1.58,3.46,8.98,206.23,0.0,0.0,0.0,0.8,85294.09,101633.05,0.47,0.0,0.0,31.97,146.51,0.3,0.26,0.15,0.19,1.28,187.37,3.82,1.5,218.57
2023-01-03 12:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-7.03,-10.04,1.43,1.57,3.46,8.98,206.62,0.0,0.0,0.0,0.79,85231.69,101583.48,0.48,0.0,0.0,31.97,146.81,0.3,0.26,0.15,0.19,1.44,183.26,4.07,1.93,216.13
2023-01-03 13:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-7.57,-10.47,1.42,1.56,3.46,8.97,195.8,0.0,0.0,0.0,0.8,85270.46,101642.33,0.32,0.0,0.0,31.98,147.2,0.3,0.26,0.15,0.19,1.66,184.6,4.22,2.31,216.2
2023-01-03 14:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-7.73,-10.82,1.42,1.54,3.46,8.97,195.01,0.0,0.0,0.0,0.78,85297.14,101692.48,0.36,0.0,0.0,31.98,147.44,0.3,0.26,0.15,0.19,1.87,189.52,4.48,2.73,223.86
2023-01-03 15:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-6.98,-10.85,1.64,1.53,3.46,8.96,196.38,0.0,0.0,0.0,0.74,85363.27,101791.95,0.74,0.0,0.0,31.96,147.62,0.3,0.26,0.15,0.19,2.0,187.49,4.71,2.99,221.26
2023-01-03 16:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-6.59,-11.25,1.46,1.51,3.46,8.96,206.38,31.13,0.0,31.12,0.69,85406.51,101853.49,0.89,0.0,0.0,31.96,147.89,0.3,0.26,0.15,0.19,2.22,183.5,5.38,3.08,210.24
2023-01-03 17:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.27,-11.25,1.26,1.5,3.46,8.96,200.61,150.36,414.06,150.34,0.63,85454.35,101903.19,0.94,0.0,0.0,31.96,148.43,0.3,0.26,0.15,0.19,2.18,182.42,5.54,2.76,197.05
2023-01-03 18:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.74,-11.0,1.1,1.48,3.46,8.95,202.85,285.62,625.01,285.57,0.57,85482.24,101872.78,0.93,0.0,0.0,31.96,149.02,0.3,0.26,0.15,0.19,1.96,194.21,5.59,2.54,207.64
2023-01-03 19:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.25,-9.93,1.1,1.47,3.46,8.95,199.92,396.03,792.23,395.95,0.56,85493.48,101839.53,0.91,0.0,0.0,31.96,149.59,0.3,0.26,0.15,0.19,2.09,220.02,6.0,3.0,228.11
2023-01-03 20:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.05,-9.34,1.17,1.45,3.46,8.94,211.67,428.88,792.67,428.79,0.53,85500.43,101827.21,0.94,0.0,0.0,31.96,152.4,0.3,0.26,0.15,0.19,2.61,236.42,6.98,3.78,240.16
2023-01-03 21:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.69,-8.59,1.18,1.44,3.46,8.94,244.08,328.67,453.53,328.62,0.55,85509.31,101830.05,0.93,0.01,0.01,31.96,158.83,0.3,0.26,0.15,0.19,2.77,241.07,7.19,4.07,244.98
2023-01-03 22:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.43,-7.69,1.88,1.47,3.46,8.93,253.57,196.01,222.8,195.99,0.58,85554.04,101809.09,0.98,0.02,0.02,31.96,172.7,0.29,0.25,0.14,0.19,2.84,258.26,7.03,4.45,262.24
2023-01-03 23:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-0.61,-7.36,1.88,1.48,3.45,8.93,261.69,125.81,119.58,125.8,0.6,85581.36,101848.34,0.63,0.02,0.02,31.96,173.7,0.29,0.25,0.14,0.19,2.04,243.74,6.0,3.41,252.05
2023-01-04 00:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.13,-6.91,1.96,1.48,3.45,8.92,258.19,51.35,118.03,51.35,0.65,85609.95,101883.73,0.23,0.01,0.01,31.96,173.1,0.29,0.25,0.14,0.19,1.7,197.09,3.94,3.03,219.89
2023-01-04 01:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-2.0,-7.2,2.06,1.49,3.45,8.92,244.05,1.12,0.0,1.12,0.68,85614.49,101890.09,0.41,0.0,0.0,31.96,172.33,0.29,0.25,0.14,0.19,2.08,183.71,4.23,3.8,207.33
2023-01-04 02:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-1.97,-7.39,2.27,1.49,3.45,8.91,237.32,0.0,0.0,0.0,0.66,85660.15,101945.59,0.61,0.0,0.0,31.96,171.29,0.29,0.25,0.14,0.19,2.51,184.31,4.9,4.54,206.58
2023-01-04 03:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.16,-8.44,2.01,1.48,3.45,8.91,230.93,0.0,0.0,0.0,0.67,85703.09,101994.73,0.34,0.0,0.0,31.96,169.43,0.29,0.25,0.14,0.19,2.61,178.52,5.16,4.68,201.0
2023-01-04 04:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-3.63,-8.77,1.93,1.48,3.45,8.91,229.47,0.0,0.0,0.0,0.68,85712.78,102000.45,0.08,0.0,0.0,31.96,168.82,0.29,0.25,0.14,0.19,2.48,171.35,5.16,4.15,190.26
2023-01-04 05:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.48,-9.47,1.9,1.47,3.45,8.9,208.79,0.0,0.0,0.0,0.68,85798.9,102100.14,0.23,0.0,0.0,31.96,169.2,0.29,0.25,0.14,0.19,2.59,179.03,5.21,4.47,196.06
2023-01-04 06:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.66,-9.64,1.86,1.47,3.45,8.9,210.8,0.0,0.0,0.0,0.68,85861.77,102180.27,0.32,0.0,0.0,31.96,169.48,0.29,0.25,0.14,0.19,2.44,175.76,5.34,4.24,197.35
2023-01-04 07:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.99,-9.8,1.74,1.46,3.45,8.89,207.21,0.0,0.0,0.0,0.69,85884.9,102220.07,0.28,0.0,0.0,31.97,169.85,0.29,0.25,0.14,0.19,2.34,173.4,4.85,3.89,193.79
2023-01-04 08:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-6.02,-10.85,1.4,1.45,3.44,8.89,210.43,0.0,0.0,0.0,0.69,85928.42,102283.96,0.17,0.0,0.0,31.97,169.98,0.29,0.25,0.14,0.19,2.41,172.8,4.89,3.99,192.82
2023-01-04 09:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.81,-10.72,1.21,1.44,3.44,8.88,207.22,0.0,0.0,0.0,0.68,85933.88,102292.91,0.23,0.0,0.0,31.97,170.03,0.29,0.25,0.14,0.19,2.46,169.41,4.91,3.92,190.86
2023-01-04 10:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.62,-8.9,1.87,1.46,3.44,8.88,217.72,0.0,0.0,0.0,0.72,85955.18,102243.3,0.07,0.0,0.0,31.91,139.18,0.29,0.25,0.14,0.19,1.75,159.01,5.09,2.53,172.32
2023-01-04 11:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.37,-9.62,1.68,1.45,3.44,8.88,202.04,0.0,0.0,0.0,0.72,85962.65,102244.67,0.15,0.0,0.0,31.82,139.21,0.29,0.25,0.14,0.19,2.02,162.94,5.09,2.82,174.58
2023-01-04 12:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.31,-9.68,1.64,1.44,3.44,8.87,205.87,0.0,0.0,0.0,0.71,85947.62,102227.6,0.06,0.0,0.0,31.81,141.04,0.29,0.25,0.14,0.19,2.04,162.51,5.23,3.12,174.84
2023-01-04 13:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.39,-10.0,1.58,1.43,3.44,8.87,206.33,0.0,0.0,0.0,0.7,85944.45,102235.65,0.03,0.0,0.0,31.81,141.89,0.29,0.25,0.14,0.19,1.94,156.87,5.21,2.95,164.76
2023-01-04 14:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.92,-10.12,1.74,1.42,3.44,8.86,202.81,0.0,0.0,0.0,0.67,85987.05,102298.33,0.03,0.0,0.0,31.81,142.19,0.29,0.25,0.14,0.19,2.12,164.56,5.31,3.58,170.02
2023-01-04 15:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-5.82,-11.18,1.42,1.41,3.44,8.86,205.25,0.0,0.0,0.0,0.66,86058.41,102387.26,0.2,0.0,0.0,31.8,142.27,0.29,0.25,0.14,0.19,2.11,159.54,5.38,3.42,170.11
2023-01-04 16:00:00,"(42.4679, -114.1523)",era5,1406.81,-7.0,-4.62,-10.11,1.45,1.39,3.43,8.85,212.56,33.78,0.0,33.78,0.65,86092.34,102432.94,0.77,0.0,0.0,31.79,142.35,0.29,0.25,0.14,0.19,2.45,157.46,5.93,3.72,164.61
