,"coordinates (lat,lon)",model (name),model elevation (surface),utc_offset (hrs),temperature (degC),dewpoint_temperature (degC),soil_temperature_level_1 (degC),soil_temperature_level_2 (degC),soil_temperature_level_3 (degC),soil_temperature_level_4 (degC),surface_thermal_radiation (W/m^2),surface_solar_radiation (W/m^2),direct_normal_solar_radiation (W/m^2),surface_diffuse_solar_radiation (W/m^2),relative_humidity (0-1),surface_pressure (Pa),mean_sea_level_pressure (Pa),total_cloud_cover (0-1),total_precipitation (mm of water equivalent),snowfall (mm of water equivalent),snow_depth (mm of water equivalent),snow_density (kg/m^3),volumetric_soil_water_layer_1 (0-1),volumetric_soil_water_layer_2 (0-1),volumetric_soil_water_layer_3 (0-1),volumetric_soil_water_layer_4 (0-1),wind_speed (m/s),wind_direction (deg),10m_wind_gust (m/s),100m_wind_speed (m/s),100m_wind_direction (deg)
2023-01-01 00:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,2.19,-0.45,3.11,2.54,3.47,9.51,279.21,42.63,18.47,42.63,0.83,85983.05,101041.07,1.0,0.01,0.01,16.28,168.48,0.36,0.28,0.17,0.19,1.89,255.1,2.79,3.61,259.94
2023-01-01 01:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,1.82,-0.08,2.89,2.57,3.48,9.51,281.56,0.69,0.0,0.69,0.87,86000.45,101071.31,1.0,0.02,0.02,16.3,168.49,0.36,0.28,0.17,0.19,1.48,247.49,2.3,3.44,262.32
2023-01-01 02:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,1.59,0.09,2.68,2.56,3.49,9.5,274.53,0.0,0.0,0.0,0.9,86043.9,101137.45,1.0,0.02,0.02,16.3,168.5,0.35,0.28,0.17,0.19,1.64,239.86,2.1,3.42,262.02
2023-01-01 03:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.95,-0.62,2.34,2.54,3.49,9.5,277.76,0.0,0.0,0.0,0.89,86027.26,101126.31,1.0,0.01,0.01,16.3,168.5,0.35,0.28,0.17,0.19,1.51,190.55,2.22,2.23,234.64
2023-01-01 04:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.74,-0.61,2.19,2.5,3.5,9.49,281.03,0.0,0.0,0.0,0.91,86044.05,101147.54,1.0,0.02,0.01,16.3,168.51,0.35,0.28,0.17,0.19,1.46,185.04,2.17,1.96,225.68
2023-01-01 05:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.42,-0.95,2.04,2.45,3.51,9.49,270.54,0.0,0.0,0.0,0.91,86068.38,101185.34,1.0,0.02,0.02,16.32,168.5,0.35,0.28,0.17,0.19,1.51,244.65,2.43,2.39,272.69
2023-01-01 06:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.03,-1.1,1.91,2.4,3.51,9.48,273.4,0.0,0.0,0.0,0.92,86042.57,101190.36,1.0,0.03,0.02,16.32,168.49,0.35,0.28,0.17,0.19,1.71,290.63,2.63,3.44,299.7
2023-01-01 07:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.13,-1.04,1.9,2.34,3.52,9.48,296.16,0.0,0.0,0.0,0.92,86051.79,101220.03,1.0,0.07,0.07,16.34,168.45,0.35,0.28,0.17,0.19,1.42,288.67,2.11,2.65,300.12
2023-01-01 08:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.32,-0.68,1.87,2.3,3.52,9.47,303.88,0.0,0.0,0.0,0.93,85977.38,101151.89,1.0,0.06,0.06,16.34,168.38,0.34,0.28,0.17,0.19,1.49,347.26,2.46,2.45,335.34
2023-01-01 09:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.58,-1.42,1.62,2.25,3.53,9.47,297.59,0.0,0.0,0.0,0.94,85998.23,101193.57,1.0,0.11,0.11,16.5,168.21,0.34,0.28,0.17,0.19,1.27,300.55,2.71,2.36,307.08
2023-01-01 10:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.77,-1.37,1.68,2.3,3.53,9.46,297.58,0.0,0.0,0.0,0.96,86141.49,101413.43,1.0,0.17,0.17,16.54,167.13,0.34,0.28,0.17,0.19,2.16,301.75,4.02,3.53,300.3
2023-01-01 11:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.16,-1.73,1.63,2.27,3.54,9.46,286.5,0.0,0.0,0.0,0.96,86142.51,101441.42,1.0,0.2,0.2,16.69,166.94,0.34,0.28,0.17,0.19,2.37,313.77,3.73,3.9,312.21
2023-01-01 12:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.24,-1.93,1.58,2.23,3.54,9.45,294.12,0.0,0.0,0.0,0.95,86074.66,101375.8,1.0,0.24,0.24,16.87,166.65,0.34,0.28,0.17,0.19,2.07,324.89,4.09,3.41,322.35
2023-01-01 13:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.24,-1.82,1.58,2.2,3.55,9.44,294.35,0.0,0.0,0.0,0.96,86088.62,101392.09,1.0,0.26,0.26,17.02,166.36,0.34,0.28,0.17,0.19,1.72,318.73,3.99,2.89,315.87
2023-01-01 14:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.28,-1.72,1.62,2.17,3.55,9.44,290.8,0.0,0.0,0.0,0.97,86135.81,101458.18,1.0,0.24,0.24,17.2,166.17,0.34,0.28,0.17,0.19,2.04,305.22,4.26,3.5,301.9
2023-01-01 15:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.41,-2.3,1.58,2.14,3.55,9.44,291.14,0.0,0.0,0.0,0.94,86213.39,101560.99,1.0,0.23,0.23,17.52,165.91,0.34,0.28,0.17,0.19,2.53,300.96,4.55,4.33,297.98
2023-01-01 16:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.41,-2.47,1.56,2.11,3.56,9.43,287.4,14.33,0.0,14.33,0.93,86216.39,101577.02,0.99,0.2,0.2,17.7,165.62,0.34,0.28,0.17,0.19,3.12,306.12,5.05,5.31,305.07
2023-01-01 17:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.43,-2.6,1.49,2.08,3.56,9.42,288.24,58.92,33.73,58.92,0.92,86234.28,101604.02,1.0,0.16,0.16,17.87,165.56,0.34,0.28,0.17,0.19,3.58,305.32,5.99,5.45,305.97
2023-01-01 18:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.72,-3.08,1.34,2.06,3.56,9.42,289.41,109.55,36.2,109.55,0.9,86272.34,101634.68,1.0,0.11,0.11,18.03,165.39,0.34,0.28,0.17,0.19,3.97,301.47,7.04,5.68,302.26
2023-01-01 19:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.48,-3.11,1.39,2.04,3.57,9.41,281.24,220.64,183.25,220.62,0.89,86236.55,101571.15,1.0,0.03,0.03,18.05,165.35,0.33,0.28,0.17,0.19,4.19,300.94,8.76,5.8,301.11
2023-01-01 20:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.07,-3.41,1.53,2.03,3.57,9.41,278.66,257.55,166.72,257.53,0.84,86158.45,101447.05,0.99,0.03,0.03,18.05,165.36,0.33,0.28,0.17,0.19,4.39,302.53,8.94,5.85,302.51
2023-01-01 21:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.16,-3.95,2.0,2.05,3.57,9.4,265.07,250.09,162.86,250.07,0.76,86114.89,101359.19,0.99,0.02,0.02,18.05,165.41,0.33,0.28,0.17,0.19,4.22,300.58,8.44,5.73,300.41
2023-01-01 22:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.7,-3.8,2.41,2.08,3.58,9.4,263.19,217.15,123.15,217.14,0.72,86229.95,101517.43,1.0,0.01,0.01,18.07,165.48,0.33,0.28,0.17,0.19,3.86,297.89,8.5,5.37,298.63
2023-01-01 23:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.73,-3.57,2.43,2.11,3.58,9.39,266.81,122.43,31.71,122.42,0.73,86231.61,101519.04,1.0,0.01,0.01,18.2,165.51,0.33,0.28,0.17,0.19,3.37,288.63,8.23,5.12,291.11
2023-01-02 00:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.4,-3.39,2.35,2.13,3.58,9.39,263.12,49.71,40.61,49.71,0.76,86173.91,101469.61,1.0,0.01,0.01,16.24,165.55,0.33,0.28,0.17,0.19,3.2,288.14,7.75,5.65,289.84
2023-01-02 01:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.1,-3.26,2.29,2.11,3.58,9.38,254.73,0.91,0.0,0.91,0.78,86219.02,101541.98,1.0,0.01,0.01,16.27,165.59,0.33,0.28,0.17,0.19,3.33,281.59,7.13,6.23,285.44
2023-01-02 02:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.31,-3.31,2.29,2.09,3.59,9.38,248.22,0.0,0.0,0.0,0.8,86256.81,101601.88,1.0,0.0,0.0,16.27,165.62,0.33,0.28,0.17,0.19,3.13,274.94,6.7,6.0,279.77
2023-01-02 03:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.9,-4.31,1.84,2.06,3.59,9.37,246.99,0.0,0.0,0.0,0.84,86253.07,101608.48,1.0,0.0,0.0,16.27,165.66,0.33,0.28,0.17,0.19,3.17,277.31,6.42,6.11,280.42
2023-01-02 04:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.07,-4.68,1.85,2.02,3.59,9.37,244.37,0.0,0.0,0.0,0.82,86254.04,101624.12,0.99,0.0,0.0,16.27,165.68,0.33,0.28,0.17,0.19,2.99,272.37,6.03,5.91,278.63
2023-01-02 05:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.45,-4.96,1.77,1.99,3.6,9.37,243.64,0.0,0.0,0.0,0.83,86268.24,101651.6,0.96,0.0,0.0,16.27,165.71,0.33,0.28,0.17,0.19,2.73,258.43,5.7,5.36,266.7
2023-01-02 06:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.64,-5.22,1.73,1.95,3.6,9.36,242.07,0.0,0.0,0.0,0.82,86286.64,101682.39,0.88,0.0,0.0,16.27,165.74,0.33,0.28,0.17,0.19,2.97,257.78,5.23,5.66,263.8
2023-01-02 07:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.4,-5.25,1.83,1.91,3.6,9.35,253.25,0.0,0.0,0.0,0.81,86273.15,101676.39,0.88,0.01,0.01,16.27,165.77,0.33,0.28,0.17,0.19,3.06,264.39,5.5,5.77,269.74
2023-01-02 08:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.73,-5.69,1.76,1.87,3.6,9.35,250.79,0.0,0.0,0.0,0.8,86287.54,101703.44,0.86,0.01,0.01,16.27,165.79,0.33,0.28,0.17,0.19,2.86,264.45,5.33,5.61,271.5
2023-01-02 09:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.93,-7.15,1.3,1.83,3.6,9.35,268.33,0.0,0.0,0.0,0.84,86269.54,101696.55,0.84,0.01,0.01,16.27,165.82,0.32,0.28,0.17,0.19,2.57,254.82,5.08,5.26,264.87
2023-01-02 10:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-3.82,-5.87,1.23,1.88,3.6,9.34,249.46,0.0,0.0,0.0,0.86,86265.65,101656.81,0.81,0.0,0.0,16.29,154.96,0.32,0.29,0.17,0.19,3.04,264.33,5.17,5.29,270.49
2023-01-02 11:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.2,-6.63,1.18,1.85,3.61,9.34,242.16,0.0,0.0,0.0,0.83,86226.85,101642.59,0.5,0.0,0.0,16.29,155.66,0.32,0.29,0.17,0.19,3.21,251.93,5.42,5.97,260.84
2023-01-02 12:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.38,-6.98,1.22,1.82,3.61,9.33,231.1,0.0,0.0,0.0,0.82,86201.13,101632.62,0.13,0.0,0.0,16.29,156.36,0.32,0.29,0.17,0.19,3.1,244.56,5.59,6.01,257.34
2023-01-02 13:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.32,-6.98,1.28,1.79,3.61,9.33,229.33,0.0,0.0,0.0,0.82,86224.06,101668.21,0.08,0.0,0.0,16.29,157.06,0.32,0.29,0.17,0.19,2.58,233.68,5.13,5.48,253.88
2023-01-02 14:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.11,-7.29,1.35,1.75,3.61,9.32,200.95,0.0,0.0,0.0,0.85,86260.39,101710.02,0.05,0.0,0.0,16.29,157.69,0.32,0.29,0.17,0.19,2.19,220.9,3.85,4.89,249.49
2023-01-02 15:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.66,-7.31,1.41,1.72,3.61,9.32,213.44,0.0,0.0,0.0,0.82,86242.41,101685.63,0.06,0.0,0.0,16.27,158.27,0.32,0.29,0.17,0.19,2.13,212.01,3.53,4.61,244.71
2023-01-02 16:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.09,-7.58,1.41,1.68,3.61,9.31,196.68,34.7,0.0,34.69,0.77,86222.91,101664.95,0.06,0.0,0.0,16.24,158.83,0.32,0.29,0.17,0.19,2.33,212.11,3.74,4.16,246.84
2023-01-02 17:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-3.31,-7.8,1.08,1.64,3.61,9.31,200.17,172.72,671.25,172.68,0.71,86253.45,101683.56,0.07,0.0,0.0,16.24,159.38,0.32,0.29,0.17,0.19,2.06,235.3,4.42,3.33,253.69
2023-01-02 18:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.5,-7.76,0.88,1.61,3.61,9.3,203.14,308.2,805.24,308.13,0.67,86251.2,101651.77,0.2,0.0,0.0,16.24,159.97,0.32,0.29,0.17,0.19,2.0,247.25,5.0,3.19,260.16
2023-01-02 19:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.03,-7.09,1.03,1.58,3.61,9.3,202.97,403.52,893.48,403.43,0.63,86220.95,101585.62,0.16,0.0,0.0,16.22,160.62,0.32,0.29,0.17,0.19,1.95,249.28,5.12,2.93,257.47
2023-01-02 20:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.54,-7.03,1.01,1.57,3.61,9.29,205.45,441.62,904.3,441.51,0.62,86151.39,101474.88,0.08,0.0,0.0,16.09,161.33,0.32,0.29,0.17,0.19,1.82,251.72,4.99,2.6,255.7
2023-01-02 21:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.11,-7.04,1.2,1.56,3.6,9.29,207.59,418.5,871.33,418.4,0.59,86114.28,101406.66,0.06,0.0,0.0,16.09,162.07,0.32,0.29,0.17,0.19,1.47,248.82,4.45,2.11,250.21
2023-01-02 22:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.18,-6.67,2.08,1.64,3.6,9.28,209.1,349.47,844.39,349.39,0.6,86150.05,101460.92,0.86,0.0,0.0,16.09,134.92,0.32,0.29,0.17,0.19,1.41,233.81,3.72,1.97,233.28
2023-01-02 23:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.12,-7.14,2.01,1.7,3.6,9.28,207.91,229.15,742.53,229.1,0.64,86153.73,101455.36,0.98,0.0,0.0,16.09,134.96,0.32,0.29,0.17,0.19,1.08,223.72,2.86,1.64,219.49
2023-01-03 00:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.49,-7.44,1.76,1.73,3.6,9.27,206.07,82.93,500.94,82.91,0.64,86147.87,101455.95,0.98,0.0,0.0,16.07,134.99,0.32,0.29,0.17,0.19,0.84,217.92,2.18,1.38,218.01
2023-01-03 01:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.96,-7.93,1.51,1.72,3.6,9.27,211.64,1.49,0.0,1.49,0.69,86153.98,101475.74,0.99,0.0,0.0,16.07,135.01,0.32,0.29,0.17,0.19,1.21,169.97,2.46,1.22,194.13
2023-01-03 02:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.52,-7.88,1.67,1.7,3.6,9.26,204.46,0.0,0.0,0.0,0.77,86179.41,101517.27,0.91,0.0,0.0,16.07,135.03,0.32,0.29,0.17,0.19,1.73,166.98,3.17,1.52,185.75
2023-01-03 03:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.49,-8.71,1.49,1.67,3.6,9.26,202.04,0.0,0.0,0.0,0.78,86188.67,101542.55,0.69,0.0,0.0,16.07,135.06,0.32,0.29,0.17,0.19,2.04,167.86,3.6,1.96,187.38
2023-01-03 04:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-6.4,-9.46,1.19,1.64,3.6,9.25,200.11,0.0,0.0,0.0,0.79,86177.9,101541.4,0.77,0.0,0.0,16.07,135.07,0.32,0.29,0.17,0.19,1.91,161.16,3.92,2.25,168.77
2023-01-03 05:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-6.36,-9.58,1.26,1.61,3.6,9.25,201.69,0.0,0.0,0.0,0.78,86160.9,101526.36,0.87,0.0,0.0,16.07,135.09,0.32,0.29,0.17,0.19,2.15,149.12,4.33,3.02,139.59
2023-01-03 06:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-6.78,-10.13,1.07,1.57,3.6,9.24,202.93,0.0,0.0,0.0,0.77,86157.38,101534.37,0.88,0.0,0.0,16.07,135.11,0.32,0.29,0.17,0.19,2.28,156.16,4.65,3.61,145.37
2023-01-03 07:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-6.87,-10.29,0.94,1.52,3.6,9.24,225.92,0.0,0.0,0.0,0.77,86200.97,101598.78,0.8,0.0,0.0,16.07,135.13,0.32,0.29,0.17,0.19,2.48,169.81,4.54,3.95,175.39
2023-01-03 08:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-7.36,-10.52,0.84,1.49,3.6,9.23,216.87,0.0,0.0,0.0,0.78,86193.38,101603.15,0.59,0.0,0.0,16.07,135.15,0.31,0.29,0.17,0.19,2.51,166.79,4.49,3.7,180.13
2023-01-03 09:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-8.76,-11.11,0.6,1.45,3.6,9.23,219.95,0.0,0.0,0.0,0.83,86186.22,101621.1,0.48,0.0,0.0,16.07,135.16,0.31,0.29,0.17,0.19,2.5,166.77,4.59,3.44,175.27
2023-01-03 10:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-8.47,-11.23,0.85,1.5,3.6,9.22,203.8,0.0,0.0,0.0,0.8,86239.31,101645.36,0.35,0.0,0.0,16.07,135.12,0.31,0.29,0.17,0.19,2.19,177.23,4.74,1.92,201.85
2023-01-03 11:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-8.39,-11.49,1.03,1.46,3.59,9.22,196.11,0.0,0.0,0.0,0.78,86260.86,101690.72,0.45,0.0,0.0,16.07,135.13,0.31,0.29,0.17,0.19,2.14,184.07,5.02,2.37,215.41
2023-01-03 12:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-8.97,-12.17,0.95,1.43,3.59,9.21,193.3,0.0,0.0,0.0,0.78,86198.73,101631.18,0.55,0.0,0.0,16.07,135.15,0.31,0.29,0.17,0.19,2.39,180.35,5.13,2.58,209.82
2023-01-03 13:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-9.23,-12.56,0.92,1.4,3.59,9.21,191.01,0.0,0.0,0.0,0.77,86241.1,101686.14,0.42,0.0,0.0,16.07,135.44,0.31,0.29,0.17,0.19,2.71,180.56,5.27,2.96,206.78
2023-01-03 14:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-9.29,-12.95,0.91,1.37,3.59,9.2,191.96,0.0,0.0,0.0,0.75,86271.86,101733.2,0.46,0.0,0.0,16.09,135.37,0.31,0.29,0.17,0.19,2.94,183.06,5.54,3.45,212.35
2023-01-03 15:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-8.29,-12.92,1.16,1.34,3.59,9.2,195.39,0.0,0.0,0.0,0.69,86333.27,101817.85,0.7,0.0,0.0,16.07,135.19,0.31,0.29,0.17,0.19,3.1,181.73,5.81,3.82,209.56
2023-01-03 16:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-7.76,-13.06,0.95,1.31,3.58,9.19,207.44,28.31,0.0,28.3,0.66,86368.09,101859.27,0.89,0.0,0.0,16.07,135.2,0.31,0.29,0.17,0.19,3.18,176.69,6.28,4.04,200.68
2023-01-03 17:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.99,-12.62,0.76,1.28,3.58,9.19,203.52,145.03,376.45,145.01,0.59,86413.05,101910.91,0.94,0.0,0.0,16.07,135.86,0.31,0.29,0.17,0.19,2.97,177.45,6.12,3.64,191.03
2023-01-03 18:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-3.9,-11.46,0.59,1.26,3.58,9.18,210.02,271.47,549.46,271.42,0.56,86446.64,101892.66,0.89,0.0,0.0,16.07,136.53,0.31,0.29,0.17,0.19,2.54,188.14,5.66,3.21,202.64
2023-01-03 19:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-2.09,-9.63,0.59,1.23,3.58,9.18,204.44,389.13,765.43,389.05,0.56,86460.79,101863.99,0.85,0.0,0.0,16.07,137.04,0.31,0.29,0.17,0.19,2.39,212.58,6.03,3.4,224.7
2023-01-03 20:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.74,-8.43,0.66,1.21,3.57,9.17,220.86,401.35,680.59,401.27,0.56,86464.17,101842.66,0.89,0.01,0.01,16.07,142.93,0.31,0.29,0.17,0.19,2.75,232.04,6.71,3.98,238.57
2023-01-03 21:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.1,-7.4,0.7,1.2,3.57,9.17,255.4,307.24,363.63,307.2,0.58,86468.55,101830.06,0.89,0.01,0.01,16.07,157.39,0.31,0.29,0.17,0.19,2.78,238.38,6.93,4.04,244.11
2023-01-03 22:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.34,-6.53,1.62,1.25,3.57,9.16,259.0,195.8,233.29,195.78,0.6,86509.75,101804.14,0.93,0.02,0.02,16.07,170.15,0.31,0.28,0.17,0.19,2.6,255.84,6.8,4.09,262.33
2023-01-03 23:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,0.24,-6.36,1.63,1.27,3.56,9.16,255.56,146.27,245.14,146.26,0.61,86526.26,101824.48,0.46,0.01,0.01,16.07,171.2,0.31,0.28,0.17,0.19,1.96,237.31,5.59,3.19,249.38
2023-01-04 00:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-0.78,-6.0,1.61,1.28,3.56,9.15,249.46,61.99,225.67,61.99,0.68,86554.9,101863.65,0.35,0.0,0.0,16.07,170.32,0.31,0.28,0.17,0.19,2.22,194.3,3.59,3.08,216.5
2023-01-04 01:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.6,-6.6,1.69,1.29,3.56,9.15,241.24,1.54,0.0,1.54,0.69,86561.62,101881.0,0.61,0.0,0.0,16.07,168.93,0.31,0.28,0.17,0.19,2.64,181.97,4.5,4.08,204.2
2023-01-04 02:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-1.66,-7.06,1.91,1.29,3.55,9.14,236.89,0.0,0.0,0.0,0.67,86611.74,101942.52,0.57,0.0,0.0,16.07,167.13,0.31,0.28,0.17,0.19,3.2,180.85,5.51,5.0,201.59
2023-01-04 03:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-3.0,-8.28,1.64,1.29,3.55,9.14,230.94,0.0,0.0,0.0,0.67,86644.38,101980.6,0.16,0.0,0.0,16.07,165.82,0.3,0.28,0.17,0.19,3.4,174.1,5.87,5.27,192.83
2023-01-04 04:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-3.89,-8.88,1.54,1.29,3.55,9.13,224.52,0.0,0.0,0.0,0.68,86657.95,101995.87,0.09,0.0,0.0,16.07,165.95,0.3,0.28,0.17,0.19,3.43,170.98,6.12,5.2,184.21
2023-01-04 05:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.08,-9.94,1.49,1.28,3.54,9.13,204.2,0.0,0.0,0.0,0.69,86757.04,102117.01,0.31,0.0,0.0,16.07,166.49,0.3,0.28,0.17,0.19,3.52,175.95,6.45,5.69,190.84
2023-01-04 06:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.3,-10.34,1.46,1.26,3.54,9.12,211.3,0.0,0.0,0.0,0.68,86809.41,102187.85,0.31,0.0,0.0,16.07,166.51,0.3,0.28,0.17,0.19,3.36,171.29,6.48,5.23,188.62
2023-01-04 07:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.76,-10.85,1.35,1.25,3.54,9.12,202.47,0.0,0.0,0.0,0.67,86838.25,102233.61,0.29,0.0,0.0,16.07,166.52,0.3,0.28,0.17,0.19,3.26,171.47,5.95,5.02,188.76
2023-01-04 08:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-7.07,-12.24,0.98,1.23,3.54,9.12,203.56,0.0,0.0,0.0,0.67,86881.04,102290.13,0.2,0.0,0.0,16.07,166.5,0.3,0.28,0.17,0.19,3.33,170.82,5.96,5.1,189.53
2023-01-04 09:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-6.87,-12.32,0.77,1.21,3.53,9.11,207.59,0.0,0.0,0.0,0.65,86881.57,102289.73,0.21,0.0,0.0,16.07,166.47,0.3,0.28,0.17,0.19,3.36,167.91,5.96,4.89,187.9
2023-01-04 10:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-4.84,-9.58,1.38,1.25,3.53,9.11,218.86,0.0,0.0,0.0,0.69,86901.18,102245.94,0.23,0.0,0.0,16.07,135.36,0.3,0.28,0.17,0.19,2.46,158.73,6.12,3.58,170.47
2023-01-04 11:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.39,-10.12,1.22,1.23,3.53,9.1,206.03,0.0,0.0,0.0,0.69,86908.11,102242.7,0.33,0.0,0.0,16.06,135.38,0.3,0.28,0.17,0.19,2.76,161.92,6.12,3.87,172.32
2023-01-04 12:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.38,-10.16,1.19,1.21,3.53,9.1,210.19,0.0,0.0,0.0,0.69,86893.19,102230.84,0.17,0.0,0.0,16.04,139.81,0.3,0.28,0.17,0.19,2.8,160.99,6.38,4.09,171.73
2023-01-04 13:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.45,-10.44,1.14,1.2,3.52,9.09,212.05,0.0,0.0,0.0,0.68,86883.17,102232.29,0.15,0.0,0.0,16.04,141.84,0.3,0.28,0.17,0.19,2.86,158.1,6.39,4.12,163.78
2023-01-04 14:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.0,-10.56,1.33,1.18,3.52,9.09,208.13,0.0,0.0,0.0,0.65,86940.62,102305.1,0.11,0.0,0.0,16.04,142.53,0.3,0.28,0.17,0.19,2.9,165.25,6.4,4.57,173.41
2023-01-04 15:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-6.05,-11.77,0.99,1.16,3.52,9.08,211.51,0.0,0.0,0.0,0.64,86997.73,102379.85,0.66,0.0,0.0,16.04,142.69,0.3,0.28,0.17,0.19,2.91,159.42,6.47,4.27,168.7
2023-01-04 16:00:00,"(42.4634, -114.4975)",era5,1318.38,-7.0,-5.38,-10.95,1.0,1.14,3.51,9.08,218.19,31.17,0.0,31.16,0.65,87036.52,102432.08,1.0,0.0,0.0,16.04,142.82,0.3,0.28,0.17,0.19,3.11,155.88,6.88,4.41,163.92
